,TeamName,Team ID,WinPct,RPI,OWP,OOWP,SOS,KRACH
0,Florida Gulf Coast Eagles,526,0.3125,0.42908159881134206,0.48958768152117904,0.4704843655363435,50.829595193600426,15.518771802634143
1,Jacksonville Dolphins,294,0.4375,0.44900555001372977,0.45893262952164376,0.4781569410116314,43.2406929869631,26.904201659817698
2,Kennesaw State Owls,338,0.034482758620689655,0.3834270735218279,0.5146135459022794,0.4699984436620633,65.360691393737,2.590737301769577
3,Liberty Flames,2335,0.8823529411764706,0.5610218562578536,0.4411711136511179,0.48674519772917885,31.7710023631453,315.3045343497797
4,Lipscomb Bisons,288,0.5,0.4826946614952724,0.488445087208419,0.48722180489758493,46.15792229179579,34.14167179548774
5,North Alabama Lions,2453,0.43333333333333335,0.43896503106094203,0.4434330325876488,0.47613691621132753,40.897745123636554,21.69483057456284
6,North Florida Ospreys,2454,0.6363636363636364,0.5335867189122113,0.510375212271764,0.5006932252988658,59.96593241542086,72.51603771537225
7,Stetson Hatters,56,0.48484848484848486,0.45065459482323267,0.4397442510792978,0.4715169739085286,41.69996926928198,29.056171888648944
8,Albany Great Danes,399,0.4375,0.4479438983698973,0.44598034690410054,0.4804600609617106,48.951870335013574,31.589965018940738
9,Binghamton Bearcats,2066,0.3448275862068966,0.4244218513164062,0.465464616484024,0.4704618760012806,55.25198182315147,15.313614631393094
10,Hartford Hawks,42,0.5454545454545454,0.4688688385583573,0.4415888336326389,0.4761686547100869,44.952075846851955,44.296867687724514
11,Maine Black Bears,311,0.2903225806451613,0.4199597578279158,0.46342077773403584,0.48633080917692467,65.85173793030032,17.88281978488909
12,NJIT Highlanders,2885,0.3,0.4134040748535038,0.44547105297320816,0.4868121245020816,48.644890683723546,16.05004086385406
13,New Hampshire Wildcats,160,0.5,0.4434934767819627,0.41737431604762265,0.47493956074689103,43.685402419840386,38.59124015010249
14,Stony Brook Seawolves,2619,0.6060606060606061,0.5323702643093404,0.5293626854750325,0.4770056862872966,60.349070713864826,75.99124670009942
15,UMBC Retrievers,2378,0.48484848484848486,0.4668933954137577,0.48224460093027505,0.4892912763462048,57.95313838814753,39.45112334779704
16,UMass Lowell River Hawks,2349,0.40625,0.4470247341788437,0.4626000580651582,0.4758020463915099,50.4882278941708,31.216523203455957
17,Vermont Catamounts,261,0.7878787878787878,0.5724263268024997,0.5076726994031575,0.4931099084036839,57.274805035856865,239.7258218509004
18,Cincinnati Bearcats,2132,0.6666666666666666,0.5879162950491783,0.5798724315575768,0.525253650414893,288.153498745792,581.3202528785596
19,East Carolina Pirates,151,0.3548387096774194,0.45969527226523976,0.49445103160342313,0.4950403161766933,136.43944125639405,70.99806992041965
20,Houston Cougars,248,0.7419354838709677,0.5852290111903407,0.5308194069248018,0.5373417470407912,251.7222759313655,1214.8321403641428
21,Memphis Tigers,235,0.6774193548387096,0.5733360767578561,0.5497580124655347,0.5164089272616454,221.7128579699058,565.258976403773
22,SMU Mustangs,2567,0.6333333333333333,0.5400077121215378,0.5066711592803386,0.5133551965921405,168.7300970610609,361.5883684146276
23,South Florida Bulls,58,0.45161290322580644,0.5117423297994758,0.5408922462225322,0.5135719235270323,227.35560293514067,207.6308212638113
24,Temple Owls,218,0.45161290322580644,0.5265313629160479,0.5625694260524627,0.5293736963334594,282.08214182212487,262.95852762157
25,Tulane Green Wave,2655,0.4,0.4910617673319039,0.5250250454748205,0.5141969783779743,175.9959483247783,122.68778882813379
26,Tulsa Golden Hurricane,202,0.6774193548387096,0.5436217078251983,0.48780048725358327,0.5214665019549171,163.25485218809945,463.95016447782666
27,UCF Knights,2116,0.5333333333333333,0.5318423361012051,0.5408359938170839,0.5123640234373193,198.19593748146517,224.50429644470935
28,Wichita State Shockers,2724,0.7419354838709677,0.5906013675427175,0.5448837638075681,0.5307024586847664,233.36195743665132,857.5656457470915
29,Davidson Wildcats,2166,0.5333333333333333,0.5318272883924156,0.5335362439747868,0.5269033322867553,189.72768027371484,245.13912826893025
30,Dayton Flyers,2168,0.9354838709677419,0.6489900226644356,0.5634250869686075,0.5336260457527854,197.99228045143406,3503.8032572694897
31,Duquesne Dukes,2184,0.7,0.5614303909738286,0.5134823454632131,0.5187568729688882,140.84728151129062,300.531029326086
32,Fordham Rams,2230,0.2903225806451613,0.4432217319703778,0.48888330949732506,0.5047977282416998,104.04836772978403,45.52812473383172
33,George Mason Patriots,2244,0.53125,0.5184679197788871,0.515797365408044,0.5110269482994605,140.34084741886667,156.35060199940392
34,George Washington Colonials,45,0.375,0.48723132189990537,0.532933675353672,0.5080579368922774,127.90556787096065,66.36321333465487
35,La Salle Explorers,2325,0.5,0.5247330372683112,0.5422959112818957,0.5143403265094537,147.62222506736364,142.20681419439984
36,Rhode Island Rams,227,0.7,0.5929823979156361,0.567625091688273,0.5366794082859982,223.59529137624406,532.9192267124516
37,Richmond Spiders,257,0.7741935483870968,0.6003617178508108,0.5480983596389603,0.531056603738226,172.06350224458367,568.0248888581663
38,Saint Joseph's Hawks,2603,0.1875,0.4697007781480663,0.584232977117432,0.5228371583574011,241.1234900623623,47.50935298588809
39,Saint Louis Billikens,139,0.7419354838709677,0.5869801522113095,0.5435175303006227,0.5275522149106596,184.27097265109907,574.0359495209118
40,St. Bonaventure Bonnies,179,0.6129032258064516,0.5503659876123405,0.5412533076139862,0.5189573352213895,142.04526094126004,209.96536541679896
41,UMass Minutemen,113,0.45161290322580644,0.5206510836987198,0.5556227216578996,0.5197459882532734,212.2187854930882,185.34895910662593
42,VCU Rams,2670,0.5806451612903226,0.5452611099296933,0.5383833074600594,0.5236326635083319,197.3390349018355,337.43825039229154
43,Boston College Eagles,103,0.40625,0.5105824157259067,0.5490690052439218,0.537941652415783,365.78365017376194,222.298529788246
44,Clemson Tigers,228,0.5161290322580645,0.5374653524649358,0.5498125274653594,0.5341073226709597,364.03540175641155,392.0088510174602
45,Duke Blue Devils,150,0.8064516129032258,0.6372729568875249,0.5988674020516623,0.5449054105435494,390.81054996319403,1978.011378565928
46,Florida State Seminoles,52,0.8387096774193549,0.6248063141128762,0.5593182201270077,0.5418791387781345,334.4498669897962,1816.4759193109553
47,Georgia Tech Yellow Jackets,59,0.5483870967741935,0.5546546783787969,0.5731457847785016,0.538993810624851,428.44955750343513,539.4942297708008
48,Louisville Cardinals,97,0.7741935483870968,0.6199532877996664,0.5833282394900859,0.538963123831397,361.60910269964177,1515.1215305134538
49,Miami Hurricanes,2390,0.4838709677419355,0.5317649707668094,0.5545800310530219,0.5340288532192582,394.2953856829632,364.0533561210873
50,NC State Wolfpack,152,0.625,0.571594440119877,0.564980573449539,0.53141661358043,310.6354393151256,672.1832224533455
51,North Carolina Tar Heels,153,0.42424242424242425,0.5369652729361775,0.5919526016561611,0.5397134641899631,488.25012930401584,468.60004700363925
52,Notre Dame Fighting Irish,87,0.625,0.551368910818202,0.5254594125748185,0.529556818123171,262.6046761908259,677.983309779318
53,Pittsburgh Panthers,221,0.48484848484848486,0.5223613534353321,0.5341307812506366,0.5363353663915701,325.29673239542115,345.30850585407643
54,Syracuse Orange,183,0.5625,0.5518698847215648,0.5542438314373799,0.5364918760114996,343.58581067479616,560.8150373735247
55,Virginia Cavaliers,258,0.7666666666666667,0.5988755336734946,0.5433484294719,0.5421386090835119,338.14395802371786,1014.1331049965834
56,Virginia Tech Hokies,259,0.5,0.5228602517136083,0.5304301075268817,0.5305807918006695,278.238215967496,364.7346449545446
57,Wake Forest Demon Deacons,154,0.41935483870967744,0.5157372196598413,0.5544417739287039,0.5347104920722798,367.86268465666785,308.6366375152916
58,Baylor Bears,239,0.8666666666666667,0.6277650871840406,0.5473643118009874,0.5496650584675206,411.6213870903254,4164.303691196255
59,Iowa State Cyclones,66,0.375,0.5051797569650167,0.5537131268658362,0.5382927741283946,537.5234089915103,437.51501961934076
60,Kansas Jayhawks,2305,0.9032258064516129,0.6895901336051529,0.6524983667920264,0.5533638008365585,645.7893728757008,6782.689192081353
61,Kansas State Wildcats,2306,0.34375,0.5055358319042156,0.5715017879784287,0.5353897516600051,480.3036681617147,304.17347774038655
62,Oklahoma Sooners,201,0.6129032258064516,0.5757161773739741,0.5721904810058314,0.5455805216777823,547.750467032483,893.0993230116969
63,Oklahoma State Cowboys,197,0.5625,0.5576761794469469,0.563182342520496,0.5418400327467954,536.8395210778662,679.053615954155
64,TCU Horned Frogs,2628,0.5,0.5342778192286004,0.5558746301635226,0.5414910488454208,502.1562445860804,493.26058009852534
65,Texas Longhorns,251,0.6129032258064516,0.5685723349708895,0.559133298621619,0.5431195168338684,467.921398971902,755.2291415048661
66,Texas Tech Red Raiders,2641,0.5806451612903226,0.5521497277214811,0.5480157927599529,0.5319221640756958,398.7565607404711,1030.3276634959257
67,West Virginia Mountaineers,277,0.6774193548387096,0.6193074731175026,0.6303993049960792,0.5390119276391425,569.8239492548452,1421.8583380984169
68,Butler Bulldogs,2086,0.7096774193548387,0.5814886054652969,0.5391755063160791,0.5379259898741905,476.10351074002256,1519.333777565455
69,Creighton Bluejays,156,0.7741935483870968,0.6102535976820066,0.5635941057096838,0.5471595126419923,496.9175235866215,2348.9473960993605
70,DePaul Blue Demons,305,0.5,0.5161637102313434,0.5217647485731071,0.5372543760372239,475.38920757355777,532.6108492017723
71,Georgetown Hoyas,46,0.46875,0.5415576483686525,0.5801594123340508,0.5371617688065086,522.2479862653983,563.0088448625211
72,Marquette Golden Eagles,269,0.6,0.57558092482071,0.5867005040594081,0.5289226911640237,501.64057781288153,1182.2450609657155
73,Providence Friars,2507,0.6129032258064516,0.57338497818673,0.573800470941739,0.53303574505699,445.6301220004276,766.0603415046128
74,Seton Hall Pirates,2550,0.7,0.6083156455661276,0.595197636273832,0.5428673097168464,555.6181748910462,1875.8314192333348
75,St. John's Red Storm,2599,0.53125,0.539891373856954,0.5490098051332757,0.5302958851612644,394.29988851011063,680.3770977195996
76,UConn Huskies,41,0.6129032258064516,0.5547785617933587,0.5419763998995553,0.5222582215678726,238.1391241478298,513.3479765978601
77,Villanova Wildcats,222,0.7741935483870968,0.6277195401982119,0.5948311040913933,0.5470224042229643,576.24888983228,1963.4307875709612
78,Xavier Musketeers,2752,0.59375,0.5738874312396622,0.5806314375279893,0.5405368499026703,509.8944075306897,924.2410337589899
79,Eastern Washington Eagles,331,0.7419354838709677,0.5578696474158463,0.5066633315674648,0.4940139954939727,80.56314370732049,164.6012023774995
80,Idaho State Bengals,304,0.26666666666666666,0.4175110488141717,0.48614734341489557,0.48346379414118146,85.0922334661886,25.31662414806718
81,Idaho Vandals,70,0.25,0.4020430651126603,0.46990668393982016,0.4683588925710009,72.21569614930279,21.03463977764351
82,Montana Grizzlies,149,0.5806451612903226,0.5239378822503924,0.5009520833448003,0.5076404657602447,83.63101331003233,118.06947968921996
83,Montana State Bobcats,147,0.5161290322580645,0.49450258522403245,0.5056160730682129,0.48401957407004886,71.68885287180099,56.7464457309178
84,Northern Arizona Lumberjacks,2464,0.5333333333333333,0.4851219074030164,0.4770372231871937,0.4864131832376782,71.07538173657795,62.3661127812228
85,Northern Colorado Bears,2458,0.7096774193548387,0.5362170134074096,0.48119945898325384,0.4928139632493374,70.7432312067528,172.71284045099046
86,Portland State Vikings,2502,0.5625,0.4892639300806505,0.46407056658169005,0.49558125382588863,74.47956585264983,86.94689305911105
87,Sacramento State Hornets,16,0.5333333333333333,0.4760452680456149,0.45932461820376497,0.4855318357749298,70.25259055997559,77.79529622227224
88,Southern Utah Thunderbirds,253,0.53125,0.4899746598406033,0.47958301079605453,0.500732617770304,77.47284346944815,67.68734807614206
89,Weber State Wildcats,2692,0.375,0.45756692290716583,0.5163491900007782,0.4872244840409001,91.23683154510351,39.275245362461845
90,Campbell Fighting Camels,2097,0.4838709677419355,0.42572669196378526,0.3888297334849059,0.4769714388163637,33.168255652702804,27.461025601088497
91,Charleston Southern Buccaneers,2127,0.4375,0.4571857831826402,0.47538985115737065,0.47796343041581957,40.78571630724869,22.457583597992315
92,Gardner-Webb Bulldogs,2241,0.5151515151515151,0.4755320252059473,0.46428075962732523,0.48969561382720317,46.01072618788245,44.072468618272026
93,Hampton Pirates,2261,0.42857142857142855,0.45056383357284613,0.47597815179711733,0.4752990306971499,46.61508656675523,23.066452821617844
94,High Point Panthers,2272,0.28125,0.4294001816654084,0.5040551787731193,0.4761570357820615,54.04939522494606,12.999192550586287
95,Longwood Lancers,2344,0.4375,0.42540694668339507,0.4194858392035149,0.46265610832655046,30.173264330430033,18.74896458153073
96,Presbyterian Blue Hose,2506,0.3125,0.40044414765257386,0.43523662883798486,0.46463666626765915,39.88864178007715,12.773593051377636
97,Radford Highlanders,2515,0.65625,0.5353961457890665,0.5135479879907716,0.48115527384138945,50.00415905014598,82.96612441893032
98,South Carolina Upstate Spartans,2908,0.3939393939393939,0.44813473572581064,0.4813243673379274,0.4750514985499684,46.0346484978319,19.935918701340015
99,UNC Asheville Bulldogs,2427,0.4838709677419355,0.4415020642571436,0.4206868566127392,0.4763586817341306,33.13010624721033,25.85246151774074
100,Winthrop Eagles,2737,0.7058823529411765,0.5299262906671002,0.47397399892268527,0.4842571648230304,43.82108861990039,103.2706404973226
101,Illinois Fighting Illini,356,0.6774193548387096,0.5692487611677,0.5386923075151542,0.5329437629738252,395.15861684630096,1014.9320354275818
102,Indiana Hoosiers,84,0.625,0.5718588667018945,0.567709927145149,0.5270156125172798,436.9171948865538,919.0472818118272
103,Iowa Hawkeyes,2294,0.6451612903225806,0.5642343673549712,0.5351115682131625,0.5415530426709791,441.5204077967166,1215.4273007230831
104,Maryland Terrapins,120,0.7741935483870968,0.6077615405695366,0.5584583497635036,0.5399359143640424,470.625377178569,1808.345324948343
105,Michigan State Spartans,127,0.7096774193548387,0.5960031848036087,0.5647639567411536,0.5448074063772889,508.4903917498545,1744.9703765499983
106,Michigan Wolverines,130,0.6129032258064516,0.5675929666385835,0.5593597024692339,0.5387492358094144,502.58284665011695,1270.9381204833292
107,Minnesota Golden Gophers,135,0.4838709677419355,0.5343315310356598,0.5562275313955926,0.5410000936095186,550.4934202953508,716.865231351525
108,Nebraska Cornhuskers,158,0.21875,0.4661580664464696,0.5609294718999946,0.5240233219858891,471.673554265508,135.85691078922596
109,Northwestern Wildcats,77,0.25806451612903225,0.47603957101825595,0.5589991726486987,0.5280954226465941,459.9027015345302,175.05141813730015
110,Ohio State Buckeyes,194,0.6774193548387096,0.5845812878982422,0.562626858693669,0.5356520793669206,445.6309846668613,1402.9558154569634
111,Penn State Nittany Lions,213,0.6774193548387096,0.5538118978867272,0.4988665094141086,0.5400952178799822,370.84309034013074,1033.4885381293013
112,Purdue Boilermakers,2509,0.5161290322580645,0.5471135615202037,0.5677908434415665,0.5367435269396174,500.8584570204931,754.7101679516453
113,Rutgers Scarlet Knights,164,0.6451612903225806,0.573426094516236,0.5645777037876352,0.5312156371563406,428.94581911674993,993.5985750465235
114,Wisconsin Badgers,275,0.6774193548387096,0.5935868241275728,0.581143056757165,0.5346418281572513,465.57576610264215,1161.990395061015
115,CSU Bakersfield Roadrunners,2934,0.3870967741935484,0.4453047812878458,0.4904054026814038,0.47897974836000395,63.27397530707428,26.553223975619808
116,CSU Fullerton Titans,2239,0.3548387096774194,0.4314412901101603,0.4634571373209542,0.48850605821252585,86.24503352474375,36.727757062620846
117,CSU Northridge Matadors,2463,0.46875,0.490511346286407,0.5209347661412456,0.4868425195298037,91.62894666573001,59.33795628089786
118,Cal Poly Mustangs,13,0.23333333333333334,0.43223690403394355,0.5344000535574507,0.4815760804494443,105.37816963181425,19.69598252704018
119,Hawai'i Rainbow Warriors,62,0.5666666666666667,0.49759364558255187,0.4713566315627468,0.49593718127367953,77.64802216147942,80.43496422916762
120,Long Beach State Beach,299,0.34375,0.4549251029868522,0.5082349648868002,0.5032304821738084,122.68219638394083,35.455228446366384
121,UC Davis Aggies,302,0.4375,0.4378234947339262,0.4283873796248657,0.4945192196859732,73.45400395888608,47.69493234750113
122,UC Irvine Anteaters,300,0.65625,0.5236068095630971,0.4830918027677053,0.49491029938364456,80.68534642169195,166.65790242865268
123,UC Riverside Highlanders,27,0.53125,0.4382437977629142,0.3943814864679317,0.4814535974261383,56.56924080424774,62.44378940417015
124,UC Santa Barbara Gauchos,2540,0.6774193548387096,0.5079358367436649,0.44790594636455117,0.48075904045245416,56.89787000146881,100.36610440312433
125,Charleston Cougars,232,0.5483870967741935,0.5137422593083968,0.5096110056855915,0.5024136925290706,100.22106874014547,128.6023258860777
126,Delaware Blue Hens,48,0.6666666666666666,0.5140119960613997,0.45530204748648523,0.48919388927262825,65.62372552322829,99.91468431820303
127,Drexel Dragons,2182,0.42424242424242425,0.4770555805022582,0.508115163415762,0.4857419951775089,83.84712821044089,52.4573382938226
128,Elon Phoenix,2210,0.38235294117647056,0.44076043086940986,0.47146891807516184,0.4975232421660254,81.86493617076098,38.77791254578187
129,Hofstra Pride,2275,0.7647058823529411,0.5362861988064818,0.4451733852719074,0.49722226710635453,65.29375250956436,207.16714815950596
130,James Madison Dukes,256,0.3,0.4303170976355155,0.4827877381006589,0.4798308453752268,77.33031110062389,29.044971157006437
131,Northeastern Huskies,111,0.5151515151515151,0.4817074035855238,0.45906735907398016,0.4935433810426195,73.70521768919482,109.14811322397777
132,Towson Tigers,119,0.59375,0.5167659918638807,0.5004388852315119,0.4995195303258325,92.87032384438346,123.58196699921533
133,UNC Wilmington Seahawks,350,0.3125,0.42792822889511717,0.4918036946742087,0.48672621588722365,97.98009755810972,27.070960895434464
134,William & Mary Tribe,2729,0.65625,0.5198978040925454,0.47179728511929636,0.4908353558090082,71.43147886503618,100.18809135201307
135,Charlotte 49ers,2429,0.5517241379310345,0.48137982950258057,0.43954779256503396,0.4946995949492199,80.33690038320714,94.58489909199511
136,Florida Atlantic Owls,2226,0.53125,0.4674752682847938,0.4430044729532083,0.5011335065431036,78.57067846538207,77.43711909045714
137,Florida International Panthers,2229,0.59375,0.483543183879085,0.4423565591264,0.49773547933250584,80.66169702823831,95.58884492167832
138,Louisiana Tech Bulldogs,2348,0.7333333333333333,0.5362962934972508,0.47020843924408273,0.49048258121512356,78.92464957923316,228.63506524131253
139,Marshall Thundering Herd,276,0.53125,0.5078326802643913,0.5106334483567868,0.49393479208592733,95.35786320085742,105.62800517179144
140,Middle Tennessee Blue Raiders,2393,0.25806451612903225,0.4313875567534989,0.5253402075204078,0.4962983834017514,109.47046119302824,24.89578307808833
141,North Texas Mean Green,249,0.6451612903225806,0.5445856114190042,0.5238927734640564,0.5098672435754903,123.1764863818026,231.73514502359788
142,Old Dominion Monarchs,295,0.40625,0.47353446847020275,0.4963024010194477,0.4952830718419157,100.06399559942005,82.94738120918898
143,Rice Owls,242,0.46875,0.47851465772628005,0.49825630997766707,0.48421267761645276,82.90232716117394,63.5138634553197
144,Southern Miss Golden Eagles,2572,0.2903225806451613,0.44022908661408655,0.5199856060492879,0.5066594200720561,133.06328500294865,33.04580975651385
145,UAB Blazers,5,0.59375,0.49725609984451025,0.4673414458383869,0.48767484103460046,73.47568820388346,86.41937215598429
146,UTEP Miners,2638,0.53125,0.4993555098139219,0.5134205616408063,0.48782229528441984,88.291617437818,81.86325281869236
147,UTSA Roadrunners,2636,0.40625,0.4622825259788413,0.5051347726034576,0.4940329725015533,101.8982851885739,55.58771938706601
148,Western Kentucky Hilltoppers,98,0.6666666666666666,0.5476133132026109,0.5186410751390358,0.4979986887392684,104.509552681244,202.97157876765215
149,Cleveland State Vikings,325,0.34375,0.4519066424141566,0.497289608691497,0.4904667071123421,80.57452981690696,29.454139612528127
150,Detroit Mercy Titans,2174,0.25806451612903225,0.4301445648288012,0.48676506644387624,0.48898361029842013,86.27916270872332,28.102954835029514
151,Green Bay Phoenix,2739,0.5151515151515151,0.4892417275857282,0.4899798810112353,0.4931361805785069,79.76051855905668,54.73702504230057
152,IUPUI Jaguars,85,0.21875,0.3914986476295045,0.46305278756231205,0.4732223487267271,70.0170427356712,17.079261592361338
153,Milwaukee Panthers,270,0.3870967741935484,0.4468687272916308,0.4773669028429435,0.4879135172737397,69.03997656459244,32.902816977244605
154,Northern Kentucky Norse,94,0.71875,0.5276067880844211,0.45779415787026584,0.4948388365971524,58.486703088271334,134.5757187171353
155,Oakland Golden Grizzlies,2473,0.42424242424242425,0.47295734213599977,0.4982381532516603,0.4891030620406784,74.84732445744781,56.3139051358977
156,Purdue Fort Wayne Mastodons,2870,0.42424242424242425,0.42891805044867354,0.433114443069393,0.4827766489892416,62.312549374789,34.46432586513664
157,Robert Morris Colonials,2523,0.5882352941176471,0.4826761019276471,0.435739604153688,0.4834676236456366,40.7113137775083,53.32573773013855
158,UIC Flames,82,0.5142857142857142,0.4786045721158295,0.46755389586312834,0.47931049673706133,67.38575913458546,74.49135436279352
159,Wright State Raiders,2750,0.78125,0.5328147845696986,0.43547947238012225,0.49363352685188305,49.27763973151257,163.7079053383451
160,Youngstown State Penguins,2754,0.5454545454545454,0.4816624235174357,0.4608241991678449,0.48887226347598856,58.46353897245603,54.86238200825455
161,Brown Bears,225,0.5555555555555556,0.5100894017803881,0.5069751957471722,0.4879456771656698,84.06209111523567,68.37654852131631
162,Columbia Lions,171,0.2,0.39935607426738173,0.47188414343753005,0.4812422170910185,80.97555448602995,21.036799179206195
163,Cornell Big Red,172,0.25925925925925924,0.4151521594135511,0.4920343849281704,0.4765398677978635,86.50125327737335,25.400403715632503
164,Dartmouth Big Green,159,0.41379310344827586,0.4563559759459777,0.4744735488242911,0.4836196632781858,67.67134225224729,49.39413019029065
165,Harvard Crimson,108,0.7241379310344828,0.5462396837917892,0.48178027892817676,0.507112463025089,89.06669942776712,233.38654318071565
166,Pennsylvania Quakers,219,0.5925925925925926,0.5105149075408811,0.4722607279936425,0.5206150972531627,103.7736509395066,132.9368964079143
167,Princeton Tigers,163,0.5185185185185185,0.5065325996509362,0.5147227522237385,0.49668489415626804,91.0667299890364,101.86021559638715
168,Yale Bulldogs,43,0.7666666666666667,0.5580013057944387,0.48708757822880194,0.5078300667201511,87.31320969513582,337.9573996833793
169,Canisius Golden Griffins,2099,0.375,0.45074750349445736,0.47615117299230597,0.4756876679932173,51.93795996182131,34.06285995365003
170,Fairfield Stags,2217,0.375,0.45044940094126895,0.4695238589512651,0.4877498858625456,57.776178267531286,28.518201818618515
171,Iona Gaels,314,0.41379310344827586,0.4562700785435312,0.4624269833999599,0.48643324392592907,50.47640706533775,44.03743612190348
172,Manhattan Jaspers,2363,0.41935483870967744,0.44554663303470143,0.4442765546916358,0.4742785840458568,45.147155584451646,32.988488410629714
173,Marist Red Foxes,2368,0.23333333333333334,0.37681246974965826,0.4068490929652454,0.4602183597348089,38.23598683067033,15.265203523784026
174,Monmouth Hawks,2405,0.5806451612903226,0.5028157645815092,0.4725363225873714,0.4855452518609716,52.42106951455167,62.56485760813183
175,Niagara Purple Eagles,315,0.375,0.4682746438631425,0.5133698846819245,0.4713588060887211,58.75585547193908,26.327299698868735
176,Quinnipiac Bobcats,2514,0.5,0.4684643365402621,0.4515983720889171,0.470660601983214,43.37346993405768,41.86445272969888
